critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/total_loss,actor/q_loss,actor/bc_loss,actor/entropy_loss,actor/mse,beta/beta_loss,beta/beta,step
1.9982974529266357,-0.07934412360191345,0.10154584795236588,-0.26521748304367065,-2.650402545928955,0.3339150547981262,2.233968496322632,-5.218286037445068,0.7446561455726624,9.294373512268066,0.9997000694274902,0
3.6902618408203125,-39.6793212890625,-2.408560276031494,-40.54319763183594,40.58219909667969,39.711456298828125,1.019458532333374,-0.148715078830719,0.3398194909095764,0.5951722264289856,0.10623244196176529,10000
3.670347213745117,-59.76087188720703,0.11797359585762024,-64.05065155029297,60.422279357910156,59.68916320800781,0.632430911064148,0.10068625211715698,0.21081030368804932,-0.0006772043416276574,0.026019304990768433,20000
2.0533387660980225,-61.93516159057617,-1.4253548383712769,-78.40937042236328,62.29909896850586,61.453826904296875,0.7047560214996338,0.1405135840177536,0.23491868376731873,-0.007441836874932051,0.03267403692007065,30000
1.660111904144287,-60.69325256347656,-0.4754005968570709,-86.38494873046875,61.143531799316406,60.29443359375,0.7157224416732788,0.1333763301372528,0.23857414722442627,0.003786642337217927,0.03378494828939438,40000
1.2491412162780762,-61.62701416015625,-12.295336723327637,-90.10330963134766,62.004539489746094,61.229740142822266,0.6409686803817749,0.13383206725120544,0.2136562168598175,0.0003023591998498887,0.03340163454413414,50000
1.1624258756637573,-62.34166717529297,0.10163867473602295,-91.79814147949219,62.83026123046875,62.045806884765625,0.646059513092041,0.1383952647447586,0.21535317599773407,-0.005160619039088488,0.033882271498441696,60000
1.127610206604004,-63.87831115722656,0.6695175766944885,-90.06938934326172,64.1324234008789,63.35496520996094,0.6436521410942078,0.13380420207977295,0.21455071866512299,-0.0003271736204624176,0.03406719118356705,70000
1.805433988571167,-62.59710693359375,0.46292734146118164,-95.07220458984375,62.95125198364258,62.141178131103516,0.6904752254486084,0.11959855258464813,0.23015841841697693,0.003296296577900648,0.03356282413005829,80000
1.048919439315796,-63.52294158935547,-0.06902757287025452,-95.83302307128906,63.84769058227539,63.084747314453125,0.6246633529663086,0.13827915489673615,0.20822110772132874,0.005017232149839401,0.033547479659318924,90000
1.4883623123168945,-65.67305755615234,0.5859510898590088,-95.26931762695312,66.06929779052734,65.29613494873047,0.658062219619751,0.11509500443935394,0.2193540781736374,0.017854487523436546,0.03294716402888298,100000
