critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,bc_actor/loss,onestep_actor/total_loss,onestep_actor/distill_loss,onestep_actor/q_loss,onestep_actor/mse,step
1.9599502086639404,0.038545094430446625,0.12196692079305649,-0.052039630711078644,1.200111746788025,504.8087158203125,504.67724609375,0.13147398829460144,0.19848856329917908,0
1.5575112104415894,-38.502647399902344,0.12673598527908325,-40.082664489746094,0.19734160602092743,41.8188591003418,3.23717999458313,38.58168029785156,0.03191109001636505,10000
9.44389820098877,-60.91042709350586,0.41970527172088623,-63.70425796508789,0.1698000431060791,63.24690628051758,2.1813530921936035,61.0655517578125,0.02637987583875656,20000
4.383920192718506,-72.90284729003906,0.09650333225727081,-77.3510971069336,0.19142264127731323,76.53490447998047,3.8125040531158447,72.72239685058594,0.024998264387249947,30000
23.402345657348633,-73.88308715820312,1.7579233646392822,-84.56082153320312,0.17774030566215515,75.36518096923828,1.5932819843292236,73.77189636230469,0.032750003039836884,40000
8.733025550842285,-72.10745239257812,1.1046658754348755,-85.29740142822266,0.17612192034721375,73.5979995727539,2.1967146396636963,71.40128326416016,0.024806911125779152,50000
5.8216352462768555,-69.57447052001953,0.6391007900238037,-83.8110122680664,0.17612239718437195,71.60342407226562,2.207064628601074,69.3963623046875,0.030515041202306747,60000
6.802919864654541,-66.29427337646484,0.4522153437137604,-82.47689819335938,0.15791191160678864,68.8033218383789,2.7965593338012695,66.00675964355469,0.03927132859826088,70000
17.663516998291016,-64.23411560058594,0.15127550065517426,-81.59209442138672,0.22052031755447388,65.71215057373047,1.6311243772506714,64.08102416992188,0.026691485196352005,80000
4.3854217529296875,-64.8992919921875,0.05510023236274719,-80.07231140136719,0.17722156643867493,65.9130630493164,1.4135987758636475,64.49946594238281,0.03501158207654953,90000
6.523786544799805,-63.29450988769531,0.08933788537979126,-79.25939178466797,0.19804543256759644,65.88081359863281,3.0215632915496826,62.8592529296875,0.029897738248109818,100000
9.520709991455078,-62.66356658935547,0.21929843723773956,-78.02580261230469,0.16913428902626038,64.23560333251953,2.095188856124878,62.140411376953125,0.03153345361351967,110000
9.054835319519043,-61.130767822265625,0.27885252237319946,-77.08329010009766,0.17902857065200806,62.71258544921875,2.371795892715454,60.340789794921875,0.03137287497520447,120000
11.585729598999023,-61.180519104003906,0.10213445127010345,-77.66118621826172,0.20301365852355957,62.86823654174805,2.044116497039795,60.824119567871094,0.028409643098711967,130000
7.394243240356445,-57.54981231689453,0.08317908644676208,-75.60077667236328,0.13955998420715332,59.30112838745117,2.1843230724334717,57.11680603027344,0.03325076773762703,140000
7.8014631271362305,-58.338443756103516,0.1821717768907547,-75.1192855834961,0.14527621865272522,59.017337799072266,1.146235466003418,57.87110137939453,0.024108828976750374,150000
6.305191993713379,-57.022186279296875,0.1947687566280365,-74.9215087890625,0.16168858110904694,58.049530029296875,1.3528276681900024,56.69670104980469,0.031496308743953705,160000
9.053974151611328,-55.126930236816406,0.009383976459503174,-74.31240844726562,0.1437866985797882,56.25394821166992,1.7514475584030151,54.50250244140625,0.022699331864714622,170000
13.115846633911133,-54.411136627197266,0.14654333889484406,-74.30939483642578,0.1641320288181305,55.500850677490234,1.7081043720245361,53.792747497558594,0.027524996548891068,180000
7.243603229522705,-55.84689712524414,0.7511842846870422,-72.28565979003906,0.17642062902450562,57.44904708862305,1.8452987670898438,55.6037483215332,0.03439224138855934,190000
10.111458778381348,-54.63710021972656,0.026377201080322266,-72.34903717041016,0.17729932069778442,56.12379837036133,1.6967206001281738,54.42707824707031,0.03152710944414139,200000
14.558765411376953,-54.49852752685547,0.10963134467601776,-73.3446273803711,0.1607775092124939,55.083744049072266,1.1049343347549438,53.97880935668945,0.022644221782684326,210000
9.608336448669434,-52.929195404052734,-0.005032330751419067,-70.97103118896484,0.15986941754817963,54.50020217895508,1.8964592218399048,52.60374450683594,0.02315656468272209,220000
8.224567413330078,-51.78678894042969,0.5080369710922241,-70.03473663330078,0.16266679763793945,53.725196838378906,2.3540337085723877,51.37116241455078,0.03773677349090576,230000
7.13655424118042,-50.97977066040039,0.4147869944572449,-70.32540130615234,0.19387732446193695,52.043575286865234,1.5696511268615723,50.47392272949219,0.022822532802820206,240000
11.112455368041992,-51.52098846435547,0.3696966767311096,-70.01215362548828,0.20584706962108612,53.05718231201172,1.5375216007232666,51.51966094970703,0.030961744487285614,250000
5.336711406707764,-48.637672424316406,0.2708839774131775,-70.22450256347656,0.12145651876926422,50.236244201660156,2.083120107650757,48.15312576293945,0.023132409900426865,260000
6.158092498779297,-49.81761932373047,0.314042329788208,-68.12870788574219,0.16770803928375244,51.894775390625,2.3662636280059814,49.52851104736328,0.026026885956525803,270000
4.305957317352295,-50.28739929199219,0.029860317707061768,-68.10479736328125,0.14616170525550842,51.58783721923828,1.4659090042114258,50.12192916870117,0.02136281132698059,280000
8.374849319458008,-50.63725662231445,0.35926562547683716,-72.00653076171875,0.12997713685035706,51.79966735839844,1.6542898416519165,50.14537811279297,0.02521364763379097,290000
6.798267364501953,-48.224212646484375,0.5090063214302063,-68.00459289550781,0.15694759786128998,50.04734420776367,2.2573232650756836,47.79001998901367,0.017818674445152283,300000
5.274871826171875,-49.18982696533203,0.4033133387565613,-66.79209899902344,0.21154648065567017,50.00100326538086,1.272530436515808,48.72847366333008,0.02496183291077614,310000
4.556862831115723,-49.812137603759766,-0.18570971488952637,-72.12644958496094,0.16670829057693481,50.77168273925781,1.255436658859253,49.5162467956543,0.03120235726237297,320000
11.798572540283203,-47.79228973388672,0.3606032133102417,-72.10577392578125,0.14424747228622437,50.88569259643555,3.5862371921539307,47.29945373535156,0.038192909210920334,330000
6.799821853637695,-48.160545349121094,0.16862806677818298,-66.82537078857422,0.20018330216407776,49.09395980834961,1.2894237041473389,47.804534912109375,0.029552532359957695,340000
6.6693549156188965,-49.132286071777344,0.09927171468734741,-72.62224578857422,0.14142897725105286,50.318443298339844,1.511157512664795,48.80728530883789,0.022583983838558197,350000
12.579490661621094,-47.15486145019531,0.3475981652736664,-71.45359802246094,0.16198894381523132,49.26957321166992,2.7174501419067383,46.5521240234375,0.02323172613978386,360000
6.525506973266602,-49.10771179199219,0.11333294212818146,-72.79659271240234,0.18514476716518402,49.6095085144043,1.2355998754501343,48.37390899658203,0.021670440211892128,370000
5.835497856140137,-49.05061340332031,-0.16320866346359253,-70.9950942993164,0.20255689322948456,52.63945007324219,3.7297070026397705,48.90974426269531,0.03204726427793503,380000
7.016514778137207,-46.95402526855469,0.12338483333587646,-65.4292984008789,0.1537851244211197,48.77626037597656,2.262476921081543,46.5137825012207,0.018690433353185654,390000
11.517712593078613,-47.18327331542969,0.29695162177085876,-71.43443298339844,0.14966416358947754,49.990638732910156,3.5345206260681152,46.456119537353516,0.018557429313659668,400000
12.40447998046875,-46.79878234863281,0.2285609096288681,-71.69454956054688,0.17199009656906128,47.51748275756836,1.2588077783584595,46.25867462158203,0.025428012013435364,410000
8.4228515625,-48.79303741455078,0.11227510869503021,-72.09955596923828,0.15026116371154785,49.866539001464844,1.6487977504730225,48.217742919921875,0.028235718607902527,420000
5.672238826751709,-46.59471130371094,0.48870959877967834,-72.4593505859375,0.18132756650447845,47.255706787109375,1.0469354391098022,46.208770751953125,0.022877689450979233,430000
6.749253273010254,-47.03571701049805,0.327850341796875,-65.95326232910156,0.16402658820152283,48.47187423706055,2.257204055786133,46.21466827392578,0.03647436946630478,440000
9.818914413452148,-46.56182098388672,1.002724528312683,-64.96692657470703,0.1711847186088562,46.91935348510742,1.0331976413726807,45.88615417480469,0.023724030703306198,450000
10.013896942138672,-48.376441955566406,0.10166320204734802,-72.00679779052734,0.22329747676849365,51.48092269897461,3.514638900756836,47.966285705566406,0.0341416671872139,460000
6.285460472106934,-47.60190963745117,0.06591711938381195,-72.51321411132812,0.13823434710502625,48.439781188964844,1.5985027551651,46.841278076171875,0.030116092413663864,470000
5.711684226989746,-45.67852020263672,0.3705974221229553,-64.68238067626953,0.16593027114868164,47.92649459838867,2.779973268508911,45.146522521972656,0.020442862063646317,480000
6.484719753265381,-46.25394058227539,0.059912070631980896,-72.75896453857422,0.1594267189502716,49.047664642333984,3.1517603397369385,45.895904541015625,0.02891378477215767,490000
6.778415679931641,-46.31117248535156,0.03794322907924652,-72.95645904541016,0.13933491706848145,48.19767761230469,1.9950449466705322,46.202632904052734,0.023520251736044884,500000
6.362367153167725,-47.70140075683594,0.795958399772644,-72.45960235595703,0.17092406749725342,49.042724609375,1.7902255058288574,47.252498626708984,0.024659400805830956,510000
13.195613861083984,-45.38631820678711,0.18144281208515167,-65.75396728515625,0.16914957761764526,46.56219482421875,1.870559811592102,44.69163513183594,0.029074721038341522,520000
13.440876007080078,-47.376800537109375,0.2841200828552246,-63.77271270751953,0.19135205447673798,47.62241744995117,1.2175735235214233,46.404842376708984,0.0193753894418478,530000
7.298769474029541,-46.525543212890625,0.15549220144748688,-72.77918243408203,0.21664108335971832,47.614112854003906,1.1053873300552368,46.508724212646484,0.022410307079553604,540000
10.23207950592041,-46.76856994628906,0.2714553475379944,-64.91624450683594,0.16191023588180542,47.68918991088867,1.5324803590774536,46.156707763671875,0.02464291825890541,550000
12.81939697265625,-46.44412612915039,0.14044994115829468,-72.3996353149414,0.13035301864147186,47.76277542114258,1.8068337440490723,45.95594024658203,0.029571954160928726,560000
5.861279487609863,-46.893775939941406,0.9066139459609985,-67.78022003173828,0.155178964138031,48.34706497192383,1.7854886054992676,46.56157684326172,0.027200203388929367,570000
4.1964569091796875,-45.579246520996094,0.16247904300689697,-73.00635528564453,0.1499897986650467,46.4150390625,1.3158737421035767,45.09916687011719,0.023099394515156746,580000
11.471332550048828,-45.416221618652344,0.2139895111322403,-64.2192611694336,0.16243405640125275,46.137542724609375,1.054955005645752,45.08258819580078,0.021654170006513596,590000
8.052922248840332,-46.25996398925781,0.21404841542243958,-72.22885131835938,0.1680999994277954,48.07593536376953,2.1677794456481934,45.90815734863281,0.023216599598526955,600000
11.4219331741333,-45.470787048339844,0.2080744206905365,-67.89624786376953,0.14836108684539795,47.67840576171875,2.645566701889038,45.032840728759766,0.02428097277879715,610000
